Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	DeltaLossPi	LossV	DeltaLossV	EvalWin	EvalScore	Entropy	KL	ClipFrac	StopIter	Time
35	0.0	10.0	10.0	-10.0	100.411766	-0.005530112	3.1233578	11.25468	-11.489507	144000	-0.074103884	-0.0038477567	35.52846	-0.09937986	0.19678716	0.19829316	0.7410388	0.0011276249	0.020534424	79.0	303.54228925704956
36	0.0	10.0	10.0	-10.0	107.51428	-0.029172525	3.2465286	11.697299	-12.450018	148000	-0.073337235	-0.0038254485	35.279583	-0.090293884	0.19678716	0.19829316	0.73337245	0.0010986939	0.020787679	79.0	307.96691846847534
37	0.0	10.0	10.0	-10.0	116.44827	-0.009725888	2.9565322	10.743773	-11.774832	152000	-0.0726215	-0.0038285814	35.014755	-0.08348528	0.19678716	0.19829316	0.72621495	0.0007910303	0.021136269	79.0	312.5182738304138
38	0.0	10.0	10.0	-10.0	104.818184	-0.026371587	2.9370322	10.86164	-11.214424	156000	-0.07193415	-0.0038244873	34.800335	-0.07715225	0.19678716	0.19829316	0.71934146	0.0004920043	0.020802854	79.0	317.04656982421875
39	0.0	10.0	10.0	-10.0	136.28	-0.015311891	2.8538113	10.976894	-11.246043	160000	-0.07121255	-0.0038462107	34.459484	-0.07220713	0.19678716	0.19829316	0.71212536	0.00086582144	0.021380758	79.0	321.6507375240326
40	0.0	10.0	10.0	-10.0	180.57895	0.00033780021	2.6396012	10.932749	-10.003255	164000	-0.070527755	-0.003849838	34.055378	-0.06624794	0.33634534	0.35642567	0.70527744	0.00025735612	0.02075246	79.0	438.87298369407654
41	0.0	10.0	10.0	-10.0	142.25	-0.030385565	2.579491	9.939738	-10.421779	168000	-0.06986587	-0.0038297449	33.76094	-0.06699053	0.33634534	0.35642567	0.69865847	0.00057339604	0.020803541	79.0	443.48260474205017
42	0.0	10.0	10.0	-10.0	204.0	0.0033246707	2.548403	11.297613	-11.934684	172000	-0.069123395	-0.0038781117	33.403122	-0.06687101	0.33634534	0.35642567	0.69123405	0.00027375002	0.020607816	79.0	448.3996260166168
43	0.0	10.0	10.0	-10.0	156.4762	0.010208832	2.4707727	11.230001	-10.578435	176000	-0.06841005	-0.0039538913	33.07496	-0.06703504	0.33634534	0.35642567	0.68410045	0.0011434503	0.02111202	79.0	453.42240810394287
44	0.0	10.0	10.0	-10.0	178.77777	-0.040964562	2.4607701	11.217283	-11.113208	180000	-0.06775592	-0.0038768128	32.712578	-0.06699371	0.33634534	0.35642567	0.6775592	0.000442879	0.020275831	79.0	458.4350996017456
45	0.0	10.0	10.0	-10.0	210.85715	0.0056108055	2.5446475	10.338297	-10.986978	184000	-0.06706616	-0.0039331145	32.332302	-0.065003715	0.33634534	0.35642567	0.6706616	0.0004632034	0.019810572	79.0	463.5509281158447
46	0.0	10.0	10.0	-10.0	192.27777	0.028302941	2.45837	10.966682	-10.996114	188000	-0.06641805	-0.0040844106	31.99843	-0.07288488	0.33634534	0.35642567	0.6641806	0.000976362	0.020973101	79.0	468.6571810245514
47	0.0	10.0	10.0	-10.0	178.85715	0.007059816	2.1984684	9.79099	-9.611748	192000	-0.06582061	-0.0039773895	31.598455	-0.07106272	0.33634534	0.35642567	0.65820605	0.000294226	0.02015818	79.0	473.79798197746277
48	0.0	9.607689	10.0	-10.0	218.53847	-0.010346816	2.0321817	10.270352	-10.137256	196000	-0.06517492	-0.004011532	31.162115	-0.07373396	0.33634534	0.35642567	0.6517491	0.000107695196	0.020660968	79.0	479.05275416374207
49	0.0	10.0	10.0	-10.0	203.76923	-0.009629874	2.101091	11.648049	-11.172441	200000	-0.06454443	-0.004066138	30.740961	-0.07721615	0.33634534	0.35642567	0.6454442	0.0005695938	0.02057057	79.0	484.45161747932434
50	0.0	10.0	10.0	-10.0	199.375	0.0024927421	2.2446215	10.389473	-11.957366	204000	-0.06397704	-0.0040849955	30.406702	-0.080664	0.5331325	0.5828313	0.6397703	0.00014760779	0.02034142	79.0	629.7677221298218
51	0.0	10.0	10.0	-10.0	168.38889	-0.018640189	2.1404734	9.618696	-10.805523	208000	-0.06341363	-0.004135299	30.103607	-0.08715248	0.5331325	0.5828313	0.63413626	0.0005961441	0.020479614	79.0	635.2713468074799
52	0.0	10.0	10.0	-10.0	172.41176	-0.011187555	2.10258	10.108944	-9.985075	212000	-0.0628356	-0.00418438	29.792658	-0.08747355	0.5331325	0.5828313	0.6283558	0.00086637406	0.020527603	79.0	640.8546378612518
53	0.0	10.0	10.0	-10.0	214.5	-0.006616157	1.9481462	11.949475	-11.998038	216000	-0.062332492	-0.004215751	29.43107	-0.088279724	0.5331325	0.5828313	0.6233247	0.0004643742	0.020550642	79.0	646.4719026088715
54	0.0	10.0	10.0	-10.0	184.5	-0.020660123	2.0314682	10.03958	-10.724228	220000	-0.061826583	-0.0042092428	29.068205	-0.08898576	0.5331325	0.5828313	0.6182657	-0.00021930702	0.020136045	79.0	652.0784530639648
55	0.0	9.660918	10.0	-10.0	229.26666	-0.019361945	2.2268033	12.64767	-12.726762	224000	-0.061362337	-0.0042335005	28.697184	-0.08666674	0.5331325	0.5828313	0.61362344	0.0005215103	0.020247927	79.0	657.7827830314636
56	0.0	10.0	10.0	-10.0	228.26666	-0.022185588	2.22838	11.588371	-11.5878315	228000	-0.06092612	-0.004243277	28.410278	-0.08195591	0.5331325	0.5828313	0.6092611	0.0003768706	0.020353688	79.0	663.3819870948792
57	0.0	10.0	10.0	-10.0	272.63635	-0.008702691	2.0162218	12.322182	-13.278656	232000	-0.060539156	-0.00426159	28.054148	-0.07889112	0.5331325	0.5828313	0.6053915	0.00067604444	0.020494632	79.0	669.0383741855621
58	0.0	10.0	10.0	-10.0	282.0	-0.033490278	1.9807702	13.555225	-13.334478	236000	-0.060173202	-0.0042465464	27.697779	-0.07450835	0.5331325	0.5828313	0.60173196	0.0007565306	0.020422965	79.0	674.4910111427307
59	0.0	9.660918	10.0	-10.0	243.4	-0.020276224	1.8776402	10.773275	-11.254828	240000	-0.05981025	-0.004281847	27.396729	-0.071380936	0.5331325	0.5828313	0.5981025	0.0003206708	0.020191025	79.0	680.109486579895
60	0.0	10.0	10.0	-10.0	220.6923	-0.006661009	1.9213538	11.439678	-13.143085	244000	-0.059464376	-0.004278654	27.108847	-0.06546339	0.5060241	0.5783133	0.5946436	0.0004145788	0.02018617	79.0	834.8106789588928
61	0.0	10.0	10.0	-10.0	262.66666	-0.016295448	1.9613885	11.2059355	-12.586711	248000	-0.05911863	-0.0042644776	26.83638	-0.059741974	0.5060241	0.5783133	0.59118617	0.0004895357	0.02040145	79.0	840.5565843582153
62	0.0	10.0	10.0	-10.0	200.72728	-0.008694093	1.979345	10.285849	-11.283253	252000	-0.058779348	-0.004260907	26.541603	-0.05528323	0.5060241	0.5783133	0.5877935	0.00044699773	0.019950505	79.0	846.503716468811
63	0.0	10.0	10.0	-10.0	239.0	0.0015678427	2.0653267	11.647001	-12.714484	256000	-0.058445025	-0.0042443243	26.23832	-0.05002594	0.5060241	0.5783133	0.5844503	0.00038262075	0.020084538	79.0	852.5037479400635
64	0.0	10.0	10.0	-10.0	243.66667	-0.016684692	1.9484562	12.030474	-12.833713	260000	-0.05809846	-0.0042078164	25.95487	-0.04606374	0.5060241	0.5783133	0.58098465	0.00037132335	0.01954262	79.0	858.5227484703064
65	0.0	10.0	10.0	-10.0	277.66666	-0.030693121	2.136723	13.023853	-13.800965	264000	-0.0577552	-0.0041757026	25.709711	-0.041770935	0.5060241	0.5783133	0.5775521	0.00023286999	0.018882519	79.0	864.4449980258942
66	0.0	10.0	10.0	-10.0	285.0	-0.025274517	2.0299714	12.338332	-13.471316	268000	-0.057410788	-0.00416771	25.468359	-0.037871044	0.5060241	0.5783133	0.57410794	-0.00019857411	0.01898167	79.0	870.4401998519897
67	0.0	10.0	10.0	-10.0	203.66667	-0.029165596	1.8400445	9.908433	-10.05092	272000	-0.05708235	-0.0041452483	25.217402	-0.034729004	0.5060241	0.5783133	0.5708236	0.00064867764	0.018409954	79.0	876.5406880378723
68	0.0	9.574271	10.0	-10.0	257.75	-0.023713235	2.001092	10.979621	-11.537993	276000	-0.056761753	-0.004135921	24.981567	-0.032234192	0.5060241	0.5783133	0.5676176	0.00010665801	0.018866694	79.0	882.9035530090332
69	0.0	10.0	10.0	-10.0	243.53847	0.00037677152	2.0037408	11.35904	-12.166312	280000	-0.05648539	-0.0040993555	24.786654	-0.031701725	0.5060241	0.5783133	0.56485397	0.00029879803	0.018700844	79.0	889.1687762737274
70	0.0	10.0	10.0	-10.0	225.25	-0.024930352	1.928489	11.299485	-11.72444	284000	-0.056168843	-0.0040563378	24.573183	-0.02875042	0.5742972	0.6129518	0.5616885	0.000121454825	0.018291177	79.0	1028.9015369415283
71	0.0	10.0	10.0	-10.0	211.41667	-0.006212185	2.0309298	12.163764	-13.027581	288000	-0.05583943	-0.0040412284	24.361664	-0.027217865	0.5742972	0.6129518	0.5583942	2.3758282e-06	0.018117076	79.0	1035.215320110321
72	0.0	10.0	10.0	-10.0	276.33334	-0.011273488	2.107985	11.590593	-12.652528	292000	-0.055534244	-0.004016839	24.159971	-0.024464926	0.5742972	0.6129518	0.5553424	-6.697495e-05	0.018076295	79.0	1041.7502448558807
73	0.0	10.0	10.0	-10.0	186.16667	0.019093392	2.307593	12.322652	-11.569518	296000	-0.055239823	-0.0040466525	24.024956	-0.027481714	0.5742972	0.6129518	0.5523984	0.0006672785	0.017639263	79.0	1048.1747875213623
74	0.0	9.486833	10.0	-10.0	288.7	-0.042757157	1.7858034	10.363795	-10.800185	300000	-0.05500308	-0.0039811768	23.818281	-0.024892488	0.5742972	0.6129518	0.5500309	0.00017087844	0.017739406	79.0	1054.5479319095612
75	0.0	10.0	10.0	-10.0	207.92308	-0.0315495	1.9020613	12.746491	-12.416537	304000	-0.054735433	-0.0039520455	23.624252	-0.023688316	0.5742972	0.6129518	0.5473544	-4.9576876e-05	0.017927468	79.0	1061.1386699676514
76	0.0	9.258201	10.0	-10.0	276.7143	-0.022612274	1.913736	11.138562	-11.488723	308000	-0.054415774	-0.0039641145	23.390928	-0.022609392	0.5742972	0.6129518	0.54415756	0.00015776418	0.01665464	79.0	1067.9168875217438
77	0.0	9.534626	10.0	-10.0	266.0	-0.008784746	1.9629042	13.5448675	-12.185311	312000	-0.05418581	-0.003936345	23.20346	-0.02129046	0.5742972	0.6129518	0.5418582	0.0005447839	0.016651267	79.0	1074.627888917923
78	0.0	10.0	10.0	-10.0	239.18182	-0.020887831	1.9975804	13.645307	-12.193806	316000	-0.05393521	-0.003917591	23.02745	-0.020810127	0.5742972	0.6129518	0.539352	-7.238183e-05	0.016446827	79.0	1081.3951201438904
79	0.0	10.0	10.0	-10.0	178.16667	-0.0054458734	1.9805347	13.465011	-13.259977	320000	-0.053683367	-0.0039094375	22.91774	-0.02013429	0.5742972	0.6129518	0.5368336	0.0004175712	0.01630537	79.0	1088.3576521873474
80	0.0	10.0	10.0	-10.0	270.91666	-0.014334775	2.0066035	12.155403	-12.660849	324000	-0.053439528	-0.0038992595	22.775726	-0.01933384	0.5512048	0.5928715	0.5343952	0.00028163847	0.01602374	79.0	1224.093362569809
81	0.0	10.0	10.0	-10.0	233.16667	0.0053475914	2.0820484	12.915293	-13.058604	328000	-0.053216163	-0.0038768593	22.63257	-0.016254744	0.5512048	0.5928715	0.53216153	0.00012594668	0.016374605	79.0	1230.5947425365448
82	0.0	10.0	10.0	-10.0	217.23077	-0.00907841	1.903091	11.977257	-12.296833	332000	-0.05295031	-0.003939511	22.491013	-0.019323349	0.5512048	0.5928715	0.52950317	2.738424e-05	0.016745662	79.0	1237.4069557189941
83	0.0	10.0	10.0	-10.0	285.1111	-0.024866384	1.691328	11.163297	-11.591828	336000	-0.05283691	-0.0038528815	22.308922	-0.016575178	0.5512048	0.5928715	0.528369	0.00028065656	0.015619787	79.0	1244.3993546962738
84	0.0	10.0	10.0	-10.0	173.88235	0.0029945069	2.2696018	11.646388	-12.139198	340000	-0.052583534	-0.0038392406	22.216047	-0.013954799	0.5512048	0.5928715	0.52583534	0.00016098634	0.015659777	79.0	1251.2446296215057
85	0.0	9.574271	10.0	-10.0	279.75	-0.03065222	1.807768	13.257862	-13.168729	344000	-0.052345008	-0.0038078036	22.074516	-0.01714007	0.5512048	0.5928715	0.5234501	0.000101227255	0.015716298	79.0	1258.3705837726593
86	0.0	10.0	10.0	-10.0	253.18182	-0.0011177331	1.7469293	11.824015	-12.064985	348000	-0.052056372	-0.0038224303	21.929407	-0.014835994	0.5512048	0.5928715	0.52056366	0.0003882047	0.01553565	79.0	1265.651375055313
87	0.0	10.0	10.0	-10.0	206.53334	0.0006223169	2.4285958	12.582597	-13.108958	352000	-0.051840078	-0.0038119263	21.831411	-0.014413516	0.5512048	0.5928715	0.51840067	-8.229873e-05	0.015747283	79.0	1272.928482055664
88	0.0	10.0	10.0	-10.0	254.4	-0.015310207	2.1084142	12.125471	-13.116659	356000	-0.05163471	-0.0037880533	21.716497	-0.01399676	0.5512048	0.5928715	0.5163471	3.957901e-05	0.015934473	79.0	1280.1312170028687
89	0.0	10.0	10.0	-10.0	255.16667	-0.009339718	2.196628	11.881416	-12.314849	360000	-0.051432863	-0.0037840866	21.606691	-0.012147267	0.5512048	0.5928715	0.51432854	-6.266363e-05	0.015995162	79.0	1287.4539203643799
90	0.0	9.42809	10.0	-10.0	343.22223	-0.026978541	1.6811395	11.885002	-12.5540285	364000	-0.051226567	-0.0038172721	21.458725	-0.011781375	0.6365462	0.6787148	0.51226574	0.00014094189	0.015853764	79.0	1430.2779903411865
91	0.0	10.0	10.0	-10.0	288.44446	-0.02986077	1.6818374	12.054404	-12.161562	368000	-0.051140666	-0.0037503515	21.32125	-0.013700168	0.6365462	0.6787148	0.5114067	0.00035126836	0.01635195	79.0	1437.2493195533752
92	0.0	10.0	10.0	-10.0	222.16667	-0.0096717505	1.9433137	12.310069	-12.547483	372000	-0.0509454	-0.0037510265	21.203093	-0.011669795	0.6365462	0.6787148	0.509454	0.00011545757	0.015993144	79.0	1444.7264494895935
93	0.0	10.0	10.0	-10.0	369.5	-0.0053923246	1.455673	9.677123	-11.867751	376000	-0.050771076	-0.0037420902	21.067432	-0.0109119415	0.6365462	0.6787148	0.50771075	9.756249e-05	0.015713854	79.0	1452.2884488105774
94	0.0	10.0	10.0	-10.0	208.21428	-0.024653591	1.8749298	12.317607	-12.222345	380000	-0.050605256	-0.0037163869	20.97672	-0.011122386	0.6365462	0.6787148	0.50605255	0.00010639862	0.015803963	79.0	1459.914559841156
95	0.0	10.0	10.0	-10.0	219.46153	0.0006870495	1.9212255	11.641063	-12.45723	384000	-0.05043086	-0.0037009101	20.86362	-0.010877927	0.6365462	0.6787148	0.5043086	0.00012676335	0.015462075	79.0	1467.4627554416656
96	0.0	9.574271	10.0	-10.0	259.91666	0.0041744024	1.8020551	13.065044	-13.336915	388000	-0.050230574	-0.003707302	20.760748	-0.010273616	0.6365462	0.6787148	0.50230575	0.00010047301	0.01540587	79.0	1475.3024468421936
97	0.0	10.0	10.0	-10.0	227.0	-0.00529678	2.174307	12.810766	-12.372896	392000	-0.050073087	-0.003687401	20.67469	-0.0091969175	0.6365462	0.6787148	0.50073105	0.00019629895	0.015192489	79.0	1483.0146744251251
98	0.0	10.0	10.0	-10.0	289.3	-0.01757692	1.9161272	12.779102	-13.241113	396000	-0.049899254	-0.0037325125	20.564425	-0.010302544	0.6365462	0.6787148	0.4989926	0.00034883284	0.015204598	79.0	1490.402798652649
99	0.0	10.0	10.0	-10.0	248.0	0.01990847	1.9999521	13.731659	-13.3198	400000	-0.049807947	-0.0036908083	20.47295	-0.010133426	0.6365462	0.6787148	0.4980795	0.00032333226	0.015012513	79.0	1498.087453842163
100	0.0	10.0	10.0	-10.0	231.42857	0.009578279	2.1246126	12.375852	-12.568089	404000	-0.049620125	-0.0036599513	20.393148	-0.009298961	0.5602409	0.6209839	0.49620113	-0.00013095218	0.014759809	79.0	1642.6937005519867
101	0.0	8.944272	10.0	-10.0	318.7	0.006744766	1.8309001	12.34655	-12.898966	408000	-0.049417753	-0.0036480569	20.266638	-0.008914311	0.5602409	0.6209839	0.49417755	0.00033581853	0.015147501	79.0	1650.2851703166962
102	0.0	10.0	10.0	-10.0	226.5	0.02507255	2.1095924	12.61027	-12.588298	412000	-0.04921563	-0.0036456522	20.185324	-0.008635521	0.5602409	0.6209839	0.49215618	0.0003976803	0.014943342	79.0	1658.2384405136108
103	0.0	10.0	10.0	-10.0	276.44446	0.0026227862	1.6398299	12.259642	-12.429665	416000	-0.049025625	-0.0036324405	20.065287	-0.008367856	0.5602409	0.6209839	0.49025616	0.00034011513	0.0147527335	79.0	1666.044380903244
104	0.0	10.0	10.0	-10.0	195.3125	0.005520872	1.8849763	11.765491	-11.934183	420000	-0.048831403	-0.003620376	20.00216	-0.008114497	0.5602409	0.6209839	0.48831394	0.00024063229	0.014572906	79.0	1674.0687704086304
105	0.0	10.0	10.0	-10.0	306.7	0.0168137	1.7903141	12.177748	-12.697122	424000	-0.048624247	-0.003616413	19.905127	-0.002228419	0.5602409	0.6209839	0.48624238	-4.936458e-05	0.0144732	79.0	1682.075448513031
106	0.0	10.0	10.0	-10.0	248.0	-0.044269208	1.6674716	13.120171	-12.876617	428000	-0.04843691	-0.0036024388	19.799387	-0.013618787	0.5602409	0.6209839	0.48436904	0.00023535831	0.015790323	79.0	1690.4472324848175
107	0.0	10.0	10.0	-10.0	220.61539	-0.00018285273	2.2069657	12.034464	-12.851164	432000	-0.048157807	-0.0035935845	19.702621	-0.007450422	0.5602409	0.6209839	0.48157802	-5.107996e-05	0.014334937	79.0	1698.7267932891846
108	0.0	10.0	10.0	-10.0	224.07692	-0.013627607	1.8070388	13.41794	-12.234987	436000	-0.04799087	-0.0035896606	19.639421	-0.007552465	0.5602409	0.6209839	0.4799087	0.0003255254	0.014242453	79.0	1706.992561340332
109	0.0	10.0	10.0	-10.0	343.8889	0.0076841703	1.7648654	12.236904	-12.942886	440000	-0.047816236	-0.0035673976	19.537708	-0.005970001	0.5602409	0.6209839	0.4781623	0.00024628374	0.014355265	79.0	1715.382817029953
110	0.0	10.0	10.0	-10.0	317.1111	0.006706914	1.6525161	11.172837	-12.163667	444000	-0.04761221	-0.003549965	19.4392	-0.007813136	0.62048197	0.67921686	0.47612205	0.00029247443	0.014881999	79.0	1858.552648305893
111	0.0	10.0	10.0	-10.0	274.0909	0.008975503	2.001599	13.7441435	-12.610362	448000	-0.047369998	-0.0035292816	19.359644	-0.0071751275	0.62048197	0.67921686	0.47369993	-0.00016011161	0.014508928	79.0	1866.4554057121277
112	0.0	10.0	10.0	-10.0	288.27274	0.02457692	1.9617662	12.733824	-13.472268	452000	-0.047124837	-0.003540165	19.277966	-0.0070060096	0.62048197	0.67921686	0.4712484	0.00051267113	0.0147204725	79.0	1875.2518680095673
