Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	DeltaLossPi	LossV	DeltaLossV	EvalWin	EvalScore	Entropy	KL	ClipFrac	StopIter	Time
83	0.0	10.0	10.0	-10.0	172.3158	-0.027003558	2.5820436	12.24323	-12.822986	336000	-0.054179594	-0.0036919296	25.960947	-0.021286964	0.47791162	0.54066265	0.54179597	0.00028759474	0.01823699	79.0	1192.9647598266602
84	0.0	10.0	10.0	-10.0	179.16667	0.025237177	2.5548673	12.370575	-12.321078	340000	-0.05375124	-0.0037096918	25.82605	-0.018078804	0.47791162	0.54066265	0.53751236	0.00021403446	0.017870812	79.0	1200.0740299224854
85	0.0	10.0	10.0	-10.0	183.22223	0.0023507155	2.4912415	11.6740465	-11.403384	344000	-0.05341931	-0.0037086986	25.690489	-0.018187204	0.47791162	0.54066265	0.5341931	7.974478e-05	0.01798019	79.0	1207.0039584636688
86	0.0	10.0	10.0	-10.0	124.69231	0.00019278779	3.0093853	11.408929	-12.89992	348000	-0.05307762	-0.0036817074	25.586126	-0.018139204	0.47791162	0.54066265	0.5307761	0.00048053786	0.017697295	79.0	1214.2241079807281
87	0.0	10.0	10.0	-10.0	118.64286	-0.020680143	2.469094	11.786343	-12.350342	352000	-0.052645206	-0.00366106	25.519028	-0.017043114	0.47791162	0.54066265	0.52645206	0.00054710876	0.017382437	79.0	1221.311917066574
88	0.0	10.0	10.0	-10.0	140.29167	-0.011156814	2.9136984	10.939827	-12.495738	356000	-0.052307505	-0.0036472883	25.42742	-0.016701063	0.47791162	0.54066265	0.52307504	-5.5240034e-05	0.017518923	79.0	1228.5732762813568
89	0.0	10.0	10.0	-10.0	132.28	0.011507634	2.7851727	12.757982	-12.741066	360000	-0.05194619	-0.0036437355	25.34282	-0.014783859	0.47791162	0.54066265	0.5194618	0.00035807941	0.017142141	79.0	1236.0789804458618
90	0.0	10.0	10.0	-10.0	168.19048	0.027468285	2.7552738	12.729276	-12.6842985	364000	-0.05160414	-0.0036512215	25.254034	-0.017922401	0.5481928	0.6189759	0.51604134	-5.1379422e-05	0.017194392	79.0	1392.4459311962128
91	0.0	10.0	10.0	-10.0	135.90909	0.0013184795	2.4107757	11.450352	-11.974705	368000	-0.051209986	-0.0036241226	25.169243	-0.015638033	0.5481928	0.6189759	0.5120998	0.0006483694	0.017267266	79.0	1399.891680240631
92	0.0	10.0	10.0	-10.0	131.68	-0.010212761	2.7802217	12.873624	-12.172167	372000	-0.050890446	-0.0036178175	25.093842	-0.015461922	0.5481928	0.6189759	0.5089044	0.00045723064	0.01696051	79.0	1407.2830228805542
93	0.0	10.0	10.0	-10.0	158.05263	0.010621675	2.504882	13.583264	-11.694385	376000	-0.05058016	-0.0036160846	24.98049	-0.015059154	0.5481928	0.6189759	0.5058016	3.008525e-05	0.017087566	79.0	1414.7403538227081
94	0.0	10.0	10.0	-10.0	158.04347	-0.003626145	2.8666003	14.569728	-12.566889	380000	-0.050201077	-0.003594879	24.907679	-0.014969826	0.5481928	0.6189759	0.50201076	5.6536246e-05	0.017148728	79.0	1422.3567543029785
95	0.0	10.0	10.0	-10.0	137.0	-0.006193877	2.653537	11.585508	-11.772794	384000	-0.049838047	-0.0035893812	24.826082	-0.014405568	0.5481928	0.6189759	0.49838054	0.00035709792	0.017303763	79.0	1430.247430562973
96	0.0	10.0	10.0	-10.0	165.61905	0.0046260054	2.9133625	12.3388815	-13.625003	388000	-0.0495197	-0.0035805851	24.74698	-0.013963699	0.5481928	0.6189759	0.49519697	0.00027583257	0.017242758	79.0	1437.8859584331512
97	0.0	10.0	10.0	-10.0	192.66667	-0.0048970045	2.7233057	13.76764	-12.198716	392000	-0.049187806	-0.0035813593	24.64891	-0.013253848	0.5481928	0.6189759	0.49187806	0.00031201134	0.01723407	79.0	1445.88955950737
98	0.0	10.0	10.0	-10.0	169.89473	-0.032578662	2.491237	11.92319	-12.710048	396000	-0.048861872	-0.0035621952	24.572577	-0.010471026	0.5481928	0.6189759	0.48861885	0.00017215054	0.017062517	79.0	1453.4201834201813
99	0.0	10.0	10.0	-10.0	131.57692	-0.055892102	2.639611	13.042667	-11.930815	400000	-0.04855235	-0.0035774831	24.526442	-0.014963786	0.5481928	0.6189759	0.48552343	2.063333e-05	0.016845597	79.0	1461.389931678772
100	0.0	10.0	10.0	-10.0	166.27777	-0.0057975994	2.3714457	12.253428	-12.446499	404000	-0.0483343	-0.003568668	24.433699	-0.012736638	0.5461847	0.6375502	0.48334315	0.000542757	0.01727222	79.0	1630.5485954284668
101	0.0	10.0	10.0	-10.0	143.04167	-0.0027213413	3.0673637	12.280956	-12.633886	408000	-0.047964547	-0.0035536655	24.389761	-0.011720975	0.5461847	0.6375502	0.47964552	9.356857e-06	0.016783942	79.0	1638.2882521152496
102	0.0	9.682458	10.0	-10.0	212.5625	-0.0041929553	2.5925233	14.701451	-12.557329	412000	-0.04764839	-0.0035523672	24.262453	-0.011445363	0.5461847	0.6375502	0.47648403	0.00011862354	0.016787417	79.0	1646.3156807422638
103	0.0	10.0	10.0	-10.0	157.42105	0.0075770817	2.5413563	12.1192465	-11.925902	416000	-0.04732134	-0.0035434149	24.167252	-0.010826111	0.5461847	0.6375502	0.47321343	0.00015646136	0.016573064	79.0	1653.978117465973
104	0.0	10.0	10.0	-10.0	154.82608	-0.025151534	2.5227165	11.521159	-11.809701	420000	-0.04700066	-0.003535393	24.116652	-0.007244428	0.5461847	0.6375502	0.4700066	-2.5031448e-05	0.016621383	79.0	1662.1186530590057
105	0.0	10.0	10.0	-10.0	149.39131	-0.06202172	2.8372955	11.834157	-13.608371	424000	-0.04667219	-0.0035430964	24.074326	-0.014678001	0.5461847	0.6375502	0.46672177	0.00036094803	0.015685497	79.0	1670.314521074295
106	0.0	10.0	10.0	-10.0	173.7619	-0.0029408906	2.6471887	12.618163	-12.450496	428000	-0.046532374	-0.003513867	24.016829	-0.010331154	0.5461847	0.6375502	0.4653237	0.00013370517	0.016405424	79.0	1678.5457139015198
107	0.0	10.0	10.0	-10.0	179.17647	-0.015309757	2.0988796	12.055238	-12.113771	432000	-0.046217293	-0.0035023938	23.942146	-0.009720802	0.5461847	0.6375502	0.46217287	0.00027997408	0.016367061	79.0	1686.9328031539917
